district_number,district_name,course_number,course_name,W_F,W_M,B_F,B_M,HL_F,HL_M,A_F,A_M,NH_F,NH_M,AI_F,AI_M,MR_F,MR_M,Total_F,Total_M,Total_enrolled,Total_NW,frac_girls,frac_nonwhite
56,ST. LUCIE,2002090,M/J IB MYP COMP SCI2,22,13,24,25,15,13,,,,,,,,,63,57,120,85,0.525,0.708333333
56,ST. LUCIE,2002100,M/J COMPRE SCI 3,239,330,352,369,310,340,,,,,,,30,40,943,1096,2039,1470,0.462481609,0.720941638
56,ST. LUCIE,2002110,M/J COMPRE SCI 3 ADV,199,154,83,61,106,93,17,14,,,,,13,13,419,335,754,401,0.555702918,0.531830239
56,ST. LUCIE,2002120,M/J IB MYP COMP SCI3,26,24,17,21,13,18,,,,,,,,,58,67,125,75,0.464,0.6
56,ST. LUCIE,2002340,EXP SCI 1 HON,,,,,,,,,,,,,,,,,,,,
56,ST. LUCIE,2002405,INTEG SCI 1 CR,,,,,,,,,,,,,,,,,,,,
56,ST. LUCIE,2002480,FORC SCI 1,10,10,,11,16,,,,,,,,,,38,31,69,49,0.550724638,0.710144928
56,ST. LUCIE,2002500,MARINE SCI 1,135,207,160,220,131,218,,14,,,,,25,20,455,681,1136,794,0.400528169,0.698943662
56,ST. LUCIE,2002510,MARINE SCI 1 HON,83,70,31,38,48,42,,,,,,,13,,177,159,336,183,0.526785714,0.544642857
56,ST. LUCIE,2002515,AICE MARINE SCI 1 AS,,,,,,,,,,,,,,,19,4,23,,0.826086957,
56,ST. LUCIE,2002530,MARINE SCI 2 HON,18,22,,,,,,,,,,,,,24,38,62,22,0.387096774,0.35483871
56,ST. LUCIE,2002540,SOLAR ENERGY HON,,,,,,,,,,,,,,,11,11,22,,0.5,
56,ST. LUCIE,2003010,M/J PHY SCI,,,,,,,,,,,,,,,,,,,,
56,ST. LUCIE,2003310,PHY SCI,36,31,28,26,17,21,,,,,,,,,84,83,167,100,0.502994012,0.598802395
56,ST. LUCIE,2003320,PHY SCI HON,,,,,,,,,,,,,,,15,15,30,,0.5,
56,ST. LUCIE,2003340,CHEM 1,59,49,61,57,49,38,,,,,,,,,177,152,329,221,0.537993921,0.671732523
56,ST. LUCIE,2003345,CHEM 1 CR,,,,,,,,,,,,,,,,,,,,
56,ST. LUCIE,2003350,CHEM 1 HON,130,135,104,88,125,90,,,,,,,14,12,385,335,720,455,0.534722222,0.631944444
56,ST. LUCIE,2003360,CHEM 2 HON,,,,,,,,,,,,,,,,,,,,
56,ST. LUCIE,2003370,AP CHEM,,,,,,,,,,,,,,,,,14,,,
56,ST. LUCIE,2003371,AICE CHEM 1 AS,,,,,,,,,,,,,,,,,13,,,
56,ST. LUCIE,2003372,PRE-AICE CHEM IG,15,10,,,16,,,,,,,,,,42,22,64,39,0.65625,0.609375
56,ST. LUCIE,2003380,PHYS 1,,,,,,,,,,,,,,,,,,,,
56,ST. LUCIE,2003390,PHYS 1 HON,15,27,15,10,10,15,,,,,,,,,42,55,97,55,0.432989691,0.567010309
56,ST. LUCIE,2003600,PRINC TECH 1,,26,,27,,24,,,,,,,,,13,80,93,,0.139784946,
56,ST. LUCIE,2003800,FL PRE-IB CHEM 1,14,23,18,12,13,11,,,,,,,,,50,55,105,68,0.476190476,0.647619048
56,ST. LUCIE,2003805,IB CHEMISTRY 1,,,,,,,,,,,,,,,11,2,13,,0.846153846,
56,ST. LUCIE,2003810,IB CHEMISTRY 2,,,,,,,,,,,,,,,,,15,,,
56,ST. LUCIE,2003830,IB MYP CHEM,21,10,,,17,,,,,,,,,,54,26,80,49,0.675,0.6125
60,SUMTER,1200310,ALG 1,69,126,23,28,32,22,,,,,,,,,133,186,319,124,0.4169279,0.388714734
60,SUMTER,1200315,ALG 1 CR,,,,,,,,,,,,,,,,,,,,
60,SUMTER,1200320,ALG 1 HON,126,92,15,,14,22,,,,,,,,,171,132,303,85,0.564356436,0.280528053
60,SUMTER,1200330,ALG 2,47,51,,10,18,11,,,,,,,,,75,76,151,53,0.496688742,0.350993377
60,SUMTER,1200340,ALG 2 HON,73,79,10,10,14,16,,,,,,,,,108,111,219,67,0.493150685,0.305936073
60,SUMTER,1200370,ALG 1-A,10,13,,10,,,,,,,,,,,23,26,49,26,0.469387755,0.530612245
60,SUMTER,1200380,ALG 1-B,21,26,,13,13,,,,,,,,,,42,48,90,43,0.466666667,0.477777778
60,SUMTER,1200700,MATH COLL READINESS,123,109,34,23,25,30,,,,,,,,,191,170,361,129,0.529085873,0.35734072
60,SUMTER,1202310,AP CALCULUS AB,,,,,,,,,,,,,,,10,5,15,,0.666666667,
60,SUMTER,1202320,AP CALCULUS BC,,,,,,,,,,,,,,,,,,,,
60,SUMTER,1202340,PRE-CALCULUS HON,60,42,10,,,,,,,,,,,,82,66,148,46,0.554054054,0.310810811
60,SUMTER,1204000,M/J INTENS MATH (MC),19,24,,,,,,,,,,,,,30,37,67,24,0.447761194,0.358208955
60,SUMTER,1205010,M/J GRADE 6 MATH,116,112,30,24,25,20,,,,,,,,,180,166,346,118,0.520231214,0.341040462
60,SUMTER,1205020,M/J GRADE 6 MATH ADV,119,108,10,13,38,12,,,,,,,,,177,141,318,91,0.556603774,0.286163522
60,SUMTER,1205040,M/J GRADE 7 MATH,103,115,30,32,24,32,,,,,,,,,163,187,350,132,0.465714286,0.377142857
60,SUMTER,1205050,M/J GRADE 7 MATH ADV,58,71,14,10,12,17,,,,,,,,,86,103,189,60,0.455026455,0.317460317
60,SUMTER,1205070,M/J GRADE 8 PRE-ALG,117,112,22,28,35,36,,,,,,,10,11,186,191,377,148,0.4933687,0.392572944
60,SUMTER,1206310,GEO,118,131,22,28,33,42,,,,,,,,,178,213,391,142,0.455242967,0.363171355
60,SUMTER,1206320,GEO HON,96,87,,,26,11,,11,,,,,,,135,116,251,68,0.537848606,0.270916335
60,SUMTER,1207300,LIB ARTS MATH 1,39,55,14,20,10,15,,,,,,,,,67,93,160,66,0.41875,0.4125
60,SUMTER,1210320,AP STAT,45,26,,,,,,,,,,,,,52,35,87,16,0.597701149,0.183908046
60,SUMTER,2000010,M/J LIF SCI,119,145,32,35,27,40,,,,,,,,,184,228,412,148,0.446601942,0.359223301
60,SUMTER,2000020,M/J LIF SCI ADV,97,78,19,,15,16,,,,,,,,,144,118,262,87,0.549618321,0.332061069
60,SUMTER,2000310,BIO 1,84,115,21,32,25,37,,,,,,,,,134,195,329,130,0.407294833,0.395136778
60,SUMTER,2000320,BIO 1 HON,107,73,,,19,12,,,,,,,,,137,95,232,52,0.590517241,0.224137931
60,SUMTER,2000340,AP BIO,29,11,,,,,,,,,,,,,31,18,49,9,0.632653061,0.183673469
60,SUMTER,2000350,ANAT PHYSIO,12,16,,,,,,,,,,,,,25,23,48,20,0.520833333,0.416666667
60,SUMTER,2000360,ANAT PHYSIO HON,51,13,,,,,,,,,,,,,63,22,85,21,0.741176471,0.247058824
60,SUMTER,2001010,M/J ERTH/SPA SCI,143,144,31,31,34,27,,,,,,,,,219,215,434,147,0.504608295,0.338709677
60,SUMTER,2001020,M/J ERTH/SPA SCI ADV,92,77,,,29,,,,,,,,,,138,93,231,62,0.597402597,0.268398268
60,SUMTER,2001310,ERTH/SPA SCI,55,89,18,33,19,26,,,,,,,,,94,154,248,104,0.379032258,0.419354839
60,SUMTER,2001320,ERTH/SPA SCI HON,31,37,,,10,,,,,,,,,,48,51,99,31,0.484848485,0.313131313
60,SUMTER,2001340,ENV SCI,,,,,,,,,,,,,,,7,14,21,,0.333333333,
60,SUMTER,2001380,AP ENV SCI,16,,,,,,,,,,,,,,18,9,27,,0.666666667,
60,SUMTER,2002500,MARINE SCI 1,,,,,,,,,,,,,,,,,,,,
60,SUMTER,2002510,MARINE SCI 1 HON,,,,,,,,,,,,,,,,,,,,
60,SUMTER,2003010,M/J PHY SCI,120,119,21,32,38,40,,,,,,,12,,193,207,400,161,0.4825,0.4025
60,SUMTER,2003020,M/J PHY SCI ADV,28,23,,,,,,,,,,,,,44,33,77,26,0.571428571,0.337662338
60,SUMTER,2003310,PHY SCI,24,38,,,14,,,,,,,,,,41,52,93,31,0.440860215,0.333333333
60,SUMTER,2003320,PHY SCI HON,102,105,14,,19,13,,,,,,,,,144,135,279,72,0.516129032,0.258064516
60,SUMTER,2003340,CHEM 1,58,88,17,16,18,20,,,,,,,,,99,131,230,84,0.430434783,0.365217391
60,SUMTER,2003350,CHEM 1 HON,83,60,16,,12,10,10,,,,,,,,128,84,212,69,0.603773585,0.325471698
60,SUMTER,2003380,PHYS 1,,20,,,,,,,,,,,,,6,29,35,,0.171428571,
60,SUMTER,2003421,AP PHYSICS 1,,,,,,,,,,,,,,,,,17,,,
61,SUWANNEE,1200310,ALG 1,67,98,13,,12,14,,,,,,,,,96,118,214,49,0.448598131,0.228971963
61,SUWANNEE,1200315,ALG 1 CR,,,,,,,,,,,,,,,,,,,,
61,SUWANNEE,1200320,ALG 1 HON,30,35,,,,,,,,,,,,,40,45,85,20,0.470588235,0.235294118
61,SUWANNEE,1200330,ALG 2,36,44,13,,,,,,,,,,,,62,58,120,40,0.516666667,0.333333333
61,SUWANNEE,1200335,ALG 2 CR,,,,,,,,,,,,,,,,,,,,
61,SUWANNEE,1200340,ALG 2 HON,35,23,,,,,,,,,,,,,42,28,70,12,0.6,0.171428571
61,SUWANNEE,1200370,ALG 1-A,71,70,22,25,23,32,,,,,,,,,119,134,253,112,0.470355731,0.442687747
61,SUWANNEE,1200375,ALG 1-A CR,,,,,,,,,,,,,,,,,,,,
61,SUWANNEE,1200380,ALG 1-B,48,55,24,25,16,17,,,,,,,,,92,102,194,91,0.474226804,0.469072165
61,SUWANNEE,1200385,ALG 1-B CR,,,,,,,,,,,,,,,,,,,,
61,SUWANNEE,1200387,FINANCIAL ALGEBRA,20,25,,,,,,,,,,,,,34,38,72,27,0.472222222,0.375
61,SUWANNEE,1200400,INTENS MATH,11,15,,,,,,,,,,,,,21,33,54,28,0.388888889,0.518518519
61,SUWANNEE,1200700,MATH COLL READINESS,35,43,,,,,,,,,,,,,54,58,112,34,0.482142857,0.303571429
61,SUWANNEE,1202310,AP CALCULUS AB,,,,,,,,,,,,,,,,,16,,,
61,SUWANNEE,1202320,AP CALCULUS BC,,,,,,,,,,,,,,,,,,,,
61,SUWANNEE,1202340,PRE-CALCULUS HON,16,21,,,,,,,,,,,,,22,25,47,10,0.468085106,0.212765957
61,SUWANNEE,1204000,M/J INTENS MATH (MC),39,24,,,14,12,,,,,,,,,63,46,109,46,0.577981651,0.422018349
61,SUWANNEE,1205010,M/J GRADE 6 MATH,108,119,26,36,24,41,,,,,,,,,167,205,372,145,0.448924731,0.389784946
61,SUWANNEE,1205020,M/J GRADE 6 MATH ADV,26,23,,,,,,,,,,,,,32,34,66,17,0.484848485,0.257575758
61,SUWANNEE,1205040,M/J GRADE 7 MATH,97,121,22,40,41,37,,,,,,,,,167,207,374,156,0.446524064,0.417112299
61,SUWANNEE,1205050,M/J GRADE 7 MATH ADV,23,20,,,,,,,,,,,,,37,28,65,22,0.569230769,0.338461538
61,SUWANNEE,1205070,M/J GRADE 8 PRE-ALG,,,,,,,,,,,,,,,,,,,,
61,SUWANNEE,1206300,INF GEO,25,31,11,,22,11,,,,,,,,,60,51,111,55,0.540540541,0.495495495
61,SUWANNEE,1206310,GEO,81,91,26,29,21,36,,,,,,,,,132,159,291,119,0.453608247,0.408934708
61,SUWANNEE,1206315,GEO CR,,,,,,,,,,,,,,,,,,,,
61,SUWANNEE,1206320,GEO HON,34,21,,,,,,,,,,,,,45,30,75,20,0.6,0.266666667
61,SUWANNEE,1207300,LIB ARTS MATH 1,61,111,18,21,20,33,,,,,,,,,104,168,272,100,0.382352941,0.367647059
61,SUWANNEE,2000010,M/J LIF SCI,119,141,25,40,50,40,,,,,,,,10,203,234,437,177,0.464530892,0.405034325
61,SUWANNEE,2000310,BIO 1,65,103,34,29,35,26,,,,,,,,,142,161,303,135,0.468646865,0.445544554
61,SUWANNEE,2000315,BIO 1 CR,,,,,,,,,,,,,,,,,,,,
61,SUWANNEE,2000320,BIO 1 HON,49,46,,,14,11,,,,,,,,,71,61,132,37,0.537878788,0.28030303
61,SUWANNEE,2000330,BIO 2 HON,,,,,,,,,,,,,,,10,11,21,,0.476190476,
61,SUWANNEE,2000350,ANAT PHYSIO,25,,,,,,,,,,,,,,26,8,34,,0.764705882,
61,SUWANNEE,2001010,M/J ERTH/SPA SCI,135,141,31,41,26,46,,,,,,,,,201,237,438,162,0.45890411,0.369863014
61,SUWANNEE,2001310,ERTH/SPA SCI,,,,,,,,,,,,,,,,,,,,
61,SUWANNEE,2001340,ENV SCI,51,73,18,25,15,20,,,,,,,,,89,126,215,91,0.413953488,0.423255814
61,SUWANNEE,2001341,ENV SCI HON,33,30,,,,,,,,,,,,,47,47,94,31,0.5,0.329787234
61,SUWANNEE,2001380,AP ENV SCI,10,,,,,,,,,,,,,,14,9,23,,0.608695652,
61,SUWANNEE,2002040,M/J COMPRE SCI 1,,,,,,,,,,,,,,,,,,,,
61,SUWANNEE,2002070,M/J COMPRE SCI 2,,,,,,,,,,,,,,,,,,,,
61,SUWANNEE,2002100,M/J COMPRE SCI 3,,,,,,,,,,,,,,,,,,,,
61,SUWANNEE,2002480,FORC SCI 1,22,15,,,,,,,,,,,,,31,24,55,18,0.563636364,0.327272727
61,SUWANNEE,2002500,MARINE SCI 1,14,12,,,,,,,,,,,,,28,19,47,21,0.595744681,0.446808511
61,SUWANNEE,2003010,M/J PHY SCI,95,100,19,19,19,32,,,,,,,,,136,159,295,100,0.461016949,0.338983051
61,SUWANNEE,2003020,M/J PHY SCI ADV,31,49,13,,11,12,,,,,,,,,56,67,123,43,0.455284553,0.349593496
61,SUWANNEE,2003310,PHY SCI,35,54,,,,,,,,,,,,,41,67,108,19,0.37962963,0.175925926
61,SUWANNEE,2003320,PHY SCI HON,,,,,,,,,,,,,,,,,,,,
61,SUWANNEE,2003340,CHEM 1,40,19,,,,,,,,,,,,,53,27,80,21,0.6625,0.2625
61,SUWANNEE,2003350,CHEM 1 HON,22,21,,,12,,,,,,,,,,40,27,67,24,0.597014925,0.358208955
61,SUWANNEE,2003370,AP CHEM,,,,,,,,,,,,,,,,,,,,
61,SUWANNEE,2003390,PHYS 1 HON,,,,,,,,,,,,,,,,,11,,,
61,SUWANNEE,2003421,AP PHYSICS 1,,,,,,,,,,,,,,,,,,,,
62,TAYLOR,1200310,ALG 1,26,36,17,19,,,,,,,,,,,52,57,109,47,0.47706422,0.431192661
62,TAYLOR,1200315,ALG 1 CR,,,,,,,,,,,,,,,,,,,,
62,TAYLOR,1200320,ALG 1 HON,27,20,,,,,,,,,,,,,40,31,71,24,0.563380282,0.338028169
62,TAYLOR,1200340,ALG 2 HON,20,12,,,,,,,,,,,,,35,20,55,23,0.636363636,0.418181818
62,TAYLOR,1200370,ALG 1-A,,,,,,,,,,,,,,,,,,,,
62,TAYLOR,1200375,ALG 1-A CR,,,,,,,,,,,,,,,,,,,,
62,TAYLOR,1200385,ALG 1-B CR,,,,,,,,,,,,,,,,,,,,
62,TAYLOR,1200400,INTENS MATH,,,,,,,,,,,,,,,,,,,,
62,TAYLOR,1200700,MATH COLL READINESS,23,24,13,12,,,,,,,,,,,40,38,78,31,0.512820513,0.397435897
62,TAYLOR,1202340,PRE-CALCULUS HON,17,22,,,,,,,,,,,,,25,24,49,10,0.510204082,0.204081633
62,TAYLOR,1205010,M/J GRADE 6 MATH,45,42,14,23,,,,,,,,,,,66,72,138,51,0.47826087,0.369565217
62,TAYLOR,1205020,M/J GRADE 6 MATH ADV,24,21,,,,,,,,,,,,,29,24,53,8,0.547169811,0.150943396
62,TAYLOR,1205040,M/J GRADE 7 MATH,32,36,20,19,,,,,,,,,,,58,64,122,54,0.475409836,0.442622951
62,TAYLOR,1205050,M/J GRADE 7 MATH ADV,17,21,,,,,,,,,,,,,23,28,51,13,0.450980392,0.254901961
62,TAYLOR,1205070,M/J GRADE 8 PRE-ALG,25,33,17,16,,,,,,,,,,,49,51,100,42,0.49,0.42
62,TAYLOR,1206310,GEO,26,32,15,12,,,,,,,,,,,42,48,90,32,0.466666667,0.355555556
62,TAYLOR,1206315,GEO CR,,,,,,,,,,,,,,,,,,,,
62,TAYLOR,1206320,GEO HON,31,20,,,,,,,,,,,,,41,30,71,20,0.577464789,0.281690141
62,TAYLOR,1207300,LIB ARTS MATH 1,18,22,10,,,,,,,,,,,,37,28,65,25,0.569230769,0.384615385
62,TAYLOR,1207310,LIB ARTS MATH 2,,,,,,,,,,,,,,,,,,,,
62,TAYLOR,2000310,BIO 1,26,26,17,10,,,,,,,,,,,50,38,88,36,0.568181818,0.409090909
62,TAYLOR,2000315,BIO 1 CR,,,,,,,,,,,,,,,,,,,,
62,TAYLOR,2000320,BIO 1 HON,34,27,,,,,,,,,,,,,46,36,82,21,0.56097561,0.256097561
62,TAYLOR,2001310,ERTH/SPA SCI,15,29,,14,,,,,,,,,,,26,44,70,26,0.371428571,0.371428571
62,TAYLOR,2002040,M/J COMPRE SCI 1,45,42,14,23,,,,,,,,,,,66,72,138,51,0.47826087,0.369565217
62,TAYLOR,2002050,M/J COMPRE SCI 1 ADV,24,21,,,,,,,,,,,,,29,24,53,8,0.547169811,0.150943396
62,TAYLOR,2002070,M/J COMPRE SCI 2,49,57,22,22,,,,,,,,,,,81,92,173,67,0.468208092,0.387283237
62,TAYLOR,2002100,M/J COMPRE SCI 3,52,53,26,24,,,,,,,,,,,89,82,171,66,0.520467836,0.385964912
62,TAYLOR,2002480,FORC SCI 1,,,,,,,,,,,,,,,,,,,,
62,TAYLOR,2002500,MARINE SCI 1,,,,,,,,,,,,,,,,,,,,
62,TAYLOR,2003310,PHY SCI,,,,,,,,,,,,,,,,,,,,
62,TAYLOR,2003350,CHEM 1 HON,23,10,,,,,,,,,,,,,34,18,52,19,0.653846154,0.365384615
62,TAYLOR,2003360,CHEM 2 HON,12,17,,,,,,,,,,,,,16,19,35,6,0.457142857,0.171428571
75,UF LAB SCH,1200310,ALG 1,,,,,,,,,,,,,,,10,10,20,,0.5,
75,UF LAB SCH,1200320,ALG 1 HON,31,27,12,14,,,,,,,,,,,56,56,112,54,0.5,0.482142857
75,UF LAB SCH,1200330,ALG 2,,,,,,,,,,,,,,,,,,,,
75,UF LAB SCH,1200340,ALG 2 HON,24,25,12,14,11,,,,,,,,,,54,54,108,59,0.5,0.546296296
75,UF LAB SCH,1200700,MATH COLL READINESS,,,,,,,,,,,,,,,,,11,,,
75,UF LAB SCH,1202310,AP CALCULUS AB,,,,,,,,,,,,,,,10,15,25,,0.4,
75,UF LAB SCH,1202340,PRE-CALCULUS HON,23,16,,,,,,,,,,,,,39,27,66,27,0.590909091,0.409090909
75,UF LAB SCH,1205010,M/J GRADE 6 MATH,25,26,16,14,,10,,,,,,,,,55,55,110,59,0.5,0.536363636
75,UF LAB SCH,1205040,M/J GRADE 7 MATH,24,30,,11,12,,,,,,,,,,54,54,108,54,0.5,0.5
75,UF LAB SCH,1206310,GEO,,,,,,,,,,,,,,,,,,,,
75,UF LAB SCH,1206320,GEO HON,21,29,14,16,13,11,,,,,,,,,54,62,116,66,0.465517241,0.568965517
75,UF LAB SCH,1207300,LIB ARTS MATH 1,,,,,,,,,,,,,,,11,7,18,,0.611111111,
75,UF LAB SCH,1210300,"PROB, STAT W/APPLS H",11,13,11,,,,,,,,,,,,29,25,54,30,0.537037037,0.555555556
75,UF LAB SCH,1210320,AP STAT,,,,,,,,,,,,,,,,,,,,
75,UF LAB SCH,2000320,BIO 1 HON,22,29,14,19,13,10,,,,,,,,,54,65,119,68,0.453781513,0.571428571
75,UF LAB SCH,2000340,AP BIO,,,,,,,,,,,,,,,,,,,,
75,UF LAB SCH,2000350,ANAT PHYSIO,,,,,,,,,,,,,,,,,,,,
75,UF LAB SCH,2000360,ANAT PHYSIO HON,18,14,,,,,,,,,,,,,35,23,58,26,0.603448276,0.448275862
75,UF LAB SCH,2001380,AP ENV SCI,13,,,,,,,,,,,,,,18,9,27,,0.666666667,
75,UF LAB SCH,2002040,M/J COMPRE SCI 1,25,26,16,14,,10,,,,,,,,,55,55,110,59,0.5,0.536363636
75,UF LAB SCH,2002070,M/J COMPRE SCI 2,25,31,,11,12,,,,,,,,,,55,55,110,54,0.5,0.490909091
75,UF LAB SCH,2002100,M/J COMPRE SCI 3,31,25,12,13,,,,,,,,,,,56,53,109,53,0.513761468,0.486238532
75,UF LAB SCH,2002340,EXP SCI 1 HON,,,,,,,,,,,,,,,,,,,,
75,UF LAB SCH,2002480,FORC SCI 1,,,,,,,,,,,,,,,,,,,,
75,UF LAB SCH,2002500,MARINE SCI 1,,,,,,,,,,,,,,,,,15,,,
75,UF LAB SCH,2002510,MARINE SCI 1 HON,16,,,,,,,,,,,,,,31,14,45,,0.688888889,
75,UF LAB SCH,2003340,CHEM 1,,,,,,,,,,,,,,,,,,,,
75,UF LAB SCH,2003350,CHEM 1 HON,22,31,,11,10,,,,,,,,,,49,58,107,54,0.457943925,0.504672897
75,UF LAB SCH,2003380,PHYS 1,,,,,,,,,,,,,,,,,13,,,
75,UF LAB SCH,2003390,PHYS 1 HON,,13,,,,,,,,,,,,,12,20,32,,0.375,
63,UNION,1200310,ALG 1,46,32,,11,,,,,,,,,,,52,47,99,21,0.525252525,0.212121212
63,UNION,1200320,ALG 1 HON,17,22,,,,,,,,,,,,,20,25,45,6,0.444444444,0.133333333
63,UNION,1200330,ALG 2,,,,,,,,,,,,,,,,,,,,
63,UNION,1200340,ALG 2 HON,15,13,,,,,,,,,,,,,17,17,34,6,0.5,0.176470588
63,UNION,1200700,MATH COLL READINESS,37,41,,,,,,,,,,,,,47,51,98,20,0.479591837,0.204081633
63,UNION,1202340,PRE-CALCULUS HON,,,,,,,,,,,,,,,,,14,,,
63,UNION,1204000,M/J INTENS MATH (MC),18,13,,,,,,,,,,,,,20,25,45,14,0.444444444,0.311111111
63,UNION,1205010,M/J GRADE 6 MATH,39,45,,12,,,,,,,,,,,50,65,115,31,0.434782609,0.269565217
63,UNION,1205020,M/J GRADE 6 MATH ADV,31,31,,,,,,,,,,,,,34,34,68,6,0.5,0.088235294
63,UNION,1205040,M/J GRADE 7 MATH,56,62,,13,,,,,,,,,,,66,83,149,31,0.44295302,0.208053691
63,UNION,1205050,M/J GRADE 7 MATH ADV,23,16,,,,,,,,,,,,,26,18,44,5,0.590909091,0.113636364
63,UNION,1205070,M/J GRADE 8 PRE-ALG,47,52,,12,,,,,,,,,,,62,70,132,33,0.46969697,0.25
63,UNION,1206310,GEO,49,51,,13,,,,,,,,,,,60,69,129,29,0.465116279,0.224806202
63,UNION,1206320,GEO HON,22,18,,,,,,,,,,,,,27,20,47,7,0.574468085,0.14893617
63,UNION,1207300,LIB ARTS MATH 1,27,41,,12,,,,,,,,,,,40,55,95,27,0.421052632,0.284210526
63,UNION,2000310,BIO 1,46,44,,12,,,,,,,,,,,59,60,119,29,0.495798319,0.243697479
63,UNION,2000320,BIO 1 HON,,,,,,,,,,,,,,,,,12,,,
63,UNION,2000340,AP BIO,,,,,,,,,,,,,,,,,,,,
63,UNION,2000350,ANAT PHYSIO,,,,,,,,,,,,,,,,,,,,
63,UNION,2001310,ERTH/SPA SCI,,,,,,,,,,,,,,,,,,,,
63,UNION,2001340,ENV SCI,70,69,,17,,,,,,,,,,,85,94,179,40,0.474860335,0.223463687
63,UNION,2001341,ENV SCI HON,14,,,,,,,,,,,,,,16,10,26,,0.615384615,
63,UNION,2001380,AP ENV SCI,,,,,,,,,,,,,,,6,11,17,,0.352941176,
63,UNION,2002040,M/J COMPRE SCI 1,71,77,,14,,,,,,,,,,,85,100,185,37,0.459459459,0.2
63,UNION,2002070,M/J COMPRE SCI 2,78,77,11,14,,,,,,,,,,,92,100,192,37,0.479166667,0.192708333
63,UNION,2002100,M/J COMPRE SCI 3,63,74,10,14,,,,,,,,,,,80,96,176,39,0.454545455,0.221590909
63,UNION,2002340,EXP SCI 1 HON,,,,,,,,,,,,,,,,,,,,
63,UNION,2002500,MARINE SCI 1,,,,,,,,,,,,,,,,,,,,
63,UNION,2003310,PHY SCI,,,,,,,,,,,,,,,,,,,,
63,UNION,2003340,CHEM 1,14,13,,,,,,,,,,,,,15,14,29,2,0.517241379,0.068965517
63,UNION,2003350,CHEM 1 HON,,,,,,,,,,,,,,,,,12,,,
64,VOLUSIA,1200310,ALG 1,401,458,151,173,192,189,16,,,,,,28,28,793,864,1657,798,0.478575739,0.481593241
64,VOLUSIA,1200315,ALG 1 CR,,,,,,,,,,,,,,,14,12,26,,0.538461538,
64,VOLUSIA,1200320,ALG 1 HON,735,715,94,85,188,189,45,30,,,,,37,22,1103,1046,2149,699,0.513261982,0.325267566
64,VOLUSIA,1200330,ALG 2,421,451,118,117,143,122,16,12,,,,,40,24,741,728,1469,597,0.504424779,0.406398911
64,VOLUSIA,1200340,ALG 2 HON,328,284,29,23,83,71,21,24,,,,,22,14,486,417,903,291,0.53820598,0.322259136
64,VOLUSIA,1200370,ALG 1-A,402,563,174,243,220,283,,,,,,,30,46,843,1141,1984,1019,0.424899194,0.513608871
64,VOLUSIA,1200380,ALG 1-B,315,424,141,169,177,205,,,,,,,22,25,667,828,1495,756,0.446153846,0.505685619
64,VOLUSIA,1200385,ALG 1-B CR,,,,,,,,,,,,,,,4,12,16,,0.25,
64,VOLUSIA,1200400,INTENS MATH,,,,,,,,,,,,,,,,,,,,
64,VOLUSIA,1200700,MATH COLL READINESS,376,387,122,128,81,103,,,,,,,23,16,611,645,1256,493,0.486464968,0.392515924
64,VOLUSIA,1201315,ANALYSIS OF FUNC HON,,,,,,,,,,,,,,,12,11,23,,0.52173913,
64,VOLUSIA,1202300,CALCULUS HON,,,,,,,,,,,,,,,4,11,15,,0.266666667,
64,VOLUSIA,1202310,AP CALCULUS AB,70,75,,,12,10,,,,,,,,,98,99,197,52,0.497461929,0.263959391
64,VOLUSIA,1202320,AP CALCULUS BC,15,23,,,,,,,,,,,,,24,30,54,16,0.444444444,0.296296296
64,VOLUSIA,1202340,PRE-CALCULUS HON,150,221,17,12,48,43,10,,,,,,,10,230,294,524,153,0.438931298,0.291984733
64,VOLUSIA,1202375,IB PRE-CALCULUS,45,37,,,10,,11,,,,,,,,73,53,126,44,0.579365079,0.349206349
64,VOLUSIA,1202810,IB CALCULUS/DESC STA,42,45,,,,,15,20,,,,,,,66,75,141,54,0.468085106,0.382978723
64,VOLUSIA,1202830,IB ADV CALCULUS,,,,,,,,,,,,,,,12,10,22,,0.545454545,
64,VOLUSIA,1204000,M/J INTENS MATH (MC),141,125,37,34,43,64,,,,,,,,,234,234,468,202,0.5,0.431623932
64,VOLUSIA,1205010,M/J GRADE 6 MATH,705,723,283,320,333,338,,19,,,,,53,63,1388,1472,2860,1432,0.485314685,0.500699301
64,VOLUSIA,1205020,M/J GRADE 6 MATH ADV,659,656,95,76,160,190,31,31,,,,,43,36,992,999,1991,676,0.498242089,0.339527875
64,VOLUSIA,1205040,M/J GRADE 7 MATH,687,820,256,289,330,386,11,10,,,,,47,43,1340,1553,2893,1386,0.463187003,0.479087452
64,VOLUSIA,1205050,M/J GRADE 7 MATH ADV,372,363,61,43,77,77,12,12,,,,,33,21,556,521,1077,342,0.516248839,0.317548747
64,VOLUSIA,1205070,M/J GRADE 8 PRE-ALG,669,805,245,275,294,347,10,18,,,,,53,55,1280,1506,2786,1312,0.459440057,0.470926059
64,VOLUSIA,1206300,INF GEO,51,76,16,25,35,27,,,,,,,,,102,134,236,109,0.43220339,0.461864407
64,VOLUSIA,1206310,GEO,882,1023,389,349,371,396,15,21,,,,,68,70,1729,1868,3597,1692,0.480678343,0.470391993
