district_number,district_name,course_number,course_name,W_F,W_M,B_F,B_M,HL_F,HL_M,A_F,A_M,NH_F,NH_M,AI_F,AI_M,MR_F,MR_M,Total_F,Total_M,Total_enrolled,Total_NW,frac_girls,frac_nonwhite
18,FLAGLER,2000440,GENETICS HON,,,,,,,,,,,,,,,13,3,16,,0.8125,
18,FLAGLER,2000800,FL PRE-IB BIO 1,,,,,,,,,,,,,,,13,11,24,,0.541666667,
18,FLAGLER,2000805,IB BIOLOGY 1,12,,,,,,,,,,,,,,18,10,28,,0.642857143,
18,FLAGLER,2000820,IB BIOLOGY 3,10,,,,,,,,,,,,,,15,7,22,,0.681818182,
18,FLAGLER,2001310,ERTH/SPA SCI,60,71,30,23,10,25,,,,,,,11,,113,129,242,111,0.466942149,0.458677686
18,FLAGLER,2001380,AP ENV SCI,,,,,,,,,,,,,,,,,14,,,
18,FLAGLER,2001820,IB SPORTS EXER SCI 1,,,,,,,,,,,,,,,,,,,,
18,FLAGLER,2001830,IB SPORTS EXER SCI 2,,,,,,,,,,,,,,,,,,,,
18,FLAGLER,2001840,IB SCI TECH & SOC 1,,,,,,,,,,,,,,,,,,,,
18,FLAGLER,2002040,M/J COMPRE SCI 1,281,317,74,74,56,66,,,,,,,25,29,443,498,941,343,0.47077577,0.364505845
18,FLAGLER,2002070,M/J COMPRE SCI 2,184,264,69,63,44,38,,,,,,,21,22,333,394,727,279,0.458046768,0.383768913
18,FLAGLER,2002080,M/J COMPRE SCI 2 ADV,112,100,,,10,21,,,,,,,12,,151,140,291,79,0.518900344,0.271477663
18,FLAGLER,2002100,M/J COMPRE SCI 3,169,210,42,65,35,47,,,,,,,18,23,269,354,623,244,0.431781701,0.391653291
18,FLAGLER,2002110,M/J COMPRE SCI 3 ADV,108,125,16,11,22,18,,,,,,,16,,167,166,333,100,0.501501502,0.3003003
18,FLAGLER,2002400,INTEG SCI 1,37,87,22,37,14,22,,,,,,,,12,80,161,241,117,0.331950207,0.485477178
18,FLAGLER,2002480,FORC SCI 1,28,23,,,,,,,,,,,,,41,34,75,24,0.546666667,0.32
18,FLAGLER,2002490,FORC SCI 2,10,,,,,,,,,,,,,,12,3,15,,0.8,
18,FLAGLER,2002500,MARINE SCI 1,71,57,12,,24,22,,,,,,,,,117,89,206,78,0.567961165,0.378640777
18,FLAGLER,2002510,MARINE SCI 1 HON,19,22,,,12,,,,,,,,,,39,25,64,23,0.609375,0.359375
18,FLAGLER,2002530,MARINE SCI 2 HON,12,,,,,,,,,,,,,,14,9,23,,0.608695652,
18,FLAGLER,2003030,M/J STEM PHYSIC SCI,111,133,26,22,22,29,,,,,,,,,172,197,369,125,0.466124661,0.338753388
18,FLAGLER,2003310,PHY SCI,49,66,15,30,,28,,,,,,,,,82,132,214,99,0.38317757,0.462616822
18,FLAGLER,2003320,PHY SCI HON,,,,,,,,,,,,,,,8,12,20,,0.4,
18,FLAGLER,2003340,CHEM 1,22,30,11,,,,,,,,,,,,39,54,93,41,0.419354839,0.440860215
18,FLAGLER,2003350,CHEM 1 HON,47,46,,,12,,,,,,,,,,73,67,140,47,0.521428571,0.335714286
18,FLAGLER,2003370,AP CHEM,,,,,,,,,,,,,,,,,15,,,
18,FLAGLER,2003390,PHYS 1 HON,19,38,,,,,,,,,,,,,30,44,74,17,0.405405405,0.22972973
18,FLAGLER,2003410,PHYS 2 HON,,17,,,,,,,,,,,,,9,24,33,,0.272727273,
18,FLAGLER,2003421,AP PHYSICS 1,,,,,,,,,,,,,,,,,,,,
18,FLAGLER,2003422,AP PHYSICS 2,,,,,,,,,,,,,,,,,,,,
18,FLAGLER,2003430,AP PHYSICS C: ME,,,,,,,,,,,,,,,,,,,,
18,FLAGLER,2003800,FL PRE-IB CHEM 1,12,17,,,,,,,,,,,,,19,21,40,11,0.475,0.275
18,FLAGLER,2003805,IB CHEMISTRY 1,,,,,,,,,,,,,,,,,11,,,
18,FLAGLER,2003810,IB CHEMISTRY 2,,,,,,,,,,,,,,,,,,,,
18,FLAGLER,2003820,IB CHEMISTRY 3,,,,,,,,,,,,,,,,,,,,
18,FLAGLER,2003840,IB PHYSICS 1,,,,,,,,,,,,,,,,,,,,
18,FLAGLER,2003845,IB PHYSICS 2,,,,,,,,,,,,,,,,,,,,
18,FLAGLER,2003850,IB PHYSICS 3,,,,,,,,,,,,,,,,,,,,
19,FRANKLIN,1200310,ALG 1,14,16,,,,,,,,,,,,,17,19,36,6,0.472222222,0.166666667
19,FRANKLIN,1200320,ALG 1 HON,21,20,,,,,,,,,,,,,29,23,52,11,0.557692308,0.211538462
19,FRANKLIN,1200330,ALG 2,,,,,,,,,,,,,,,,,,,,
19,FRANKLIN,1200340,ALG 2 HON,11,,,,,,,,,,,,,,14,14,28,,0.5,
19,FRANKLIN,1200370,ALG 1-A,23,27,,,,,,,,,,,,,30,32,62,12,0.483870968,0.193548387
19,FRANKLIN,1200380,ALG 1-B,,,,,,,,,,,,,,,10,9,19,,0.526315789,
19,FRANKLIN,1200700,MATH COLL READINESS,11,30,,,,,,,,,,,,,18,35,53,12,0.339622642,0.226415094
19,FRANKLIN,1205010,M/J GRADE 6 MATH,39,50,,,,,,,,,,,,,55,58,113,24,0.486725664,0.212389381
19,FRANKLIN,1205040,M/J GRADE 7 MATH,30,25,,,,,,,,,,,,,40,35,75,20,0.533333333,0.266666667
19,FRANKLIN,1205050,M/J GRADE 7 MATH ADV,11,,,,,,,,,,,,,,12,8,20,,0.6,
19,FRANKLIN,1206310,GEO,13,,,,,,,,,,,,,,14,13,27,,0.518518519,
19,FRANKLIN,1206320,GEO HON,12,,,,,,,,,,,,,,13,9,22,,0.590909091,
19,FRANKLIN,1207300,LIB ARTS MATH 1,,,,,,,,,,,,,,,5,13,18,,0.277777778,
19,FRANKLIN,2000010,M/J LIF SCI,15,11,,,,,,,,,,,,,23,16,39,13,0.58974359,0.333333333
19,FRANKLIN,2000020,M/J LIF SCI ADV,11,,,,,,,,,,,,,,12,8,20,,0.6,
19,FRANKLIN,2000310,BIO 1,33,35,,,,,,,,,,,,,43,41,84,16,0.511904762,0.19047619
19,FRANKLIN,2000320,BIO 1 HON,14,,,,,,,,,,,,,,17,8,25,,0.68,
19,FRANKLIN,2000340,AP BIO,,,,,,,,,,,,,,,,,13,,,
19,FRANKLIN,2001010,M/J ERTH/SPA SCI,23,35,,,,,,,,,,,,,31,38,69,11,0.449275362,0.15942029
19,FRANKLIN,2001310,ERTH/SPA SCI,,,,,,,,,,,,,,,,,,,,
19,FRANKLIN,2002040,M/J COMPRE SCI 1,16,16,,,,,,,,,,,,,23,21,44,12,0.522727273,0.272727273
19,FRANKLIN,2002070,M/J COMPRE SCI 2,15,13,,,,,,,,,,,,,17,18,35,7,0.485714286,0.2
19,FRANKLIN,2002100,M/J COMPRE SCI 3,,12,,,,,,,,,,,,,13,15,28,,0.464285714,
19,FRANKLIN,2002490,FORC SCI 2,,,,,,,,,,,,,,,,,,,,
19,FRANKLIN,2002500,MARINE SCI 1,,18,,,,,,,,,,,,,15,26,41,,0.365853659,
19,FRANKLIN,2003310,PHY SCI,,14,,,,,,,,,,,,,11,15,26,,0.423076923,
19,FRANKLIN,2003340,CHEM 1,,,,,,,,,,,,,,,,,,,,
19,FRANKLIN,2003350,CHEM 1 HON,15,12,,,,,,,,,,,,,19,17,36,9,0.527777778,0.25
19,FRANKLIN,2003380,PHYS 1,,,,,,,,,,,,,,,,,,,,
19,FRANKLIN,2003390,PHYS 1 HON,10,,,,,,,,,,,,,,11,8,19,,0.578947368,
73,FSU LAB SCH,1200310,ALG 1,12,23,15,21,,,,,,,,,,,36,55,91,56,0.395604396,0.615384615
73,FSU LAB SCH,1200320,ALG 1 HON,14,20,12,,,,,,,,,,,,38,36,74,40,0.513513514,0.540540541
73,FSU LAB SCH,1200330,ALG 2,13,13,14,,,,,,,,,,,,36,29,65,39,0.553846154,0.6
73,FSU LAB SCH,1200340,ALG 2 HON,19,10,,,,,,,,,,,,,34,25,59,30,0.576271186,0.508474576
73,FSU LAB SCH,1200400,INTENS MATH,,,,,,,,,,,,,,,6,15,21,,0.285714286,
73,FSU LAB SCH,1200700,MATH COLL READINESS,16,17,17,14,,,,,,,,,,,40,36,76,43,0.526315789,0.565789474
73,FSU LAB SCH,1202310,AP CALCULUS AB,,,,,,,,,,,,,,,,,,,,
73,FSU LAB SCH,1202340,PRE-CALCULUS HON,,,,,,,,,,,,,,,14,17,31,,0.451612903,
73,FSU LAB SCH,1205010,M/J GRADE 6 MATH,24,13,13,18,,12,,,,,,,,,52,45,97,60,0.536082474,0.618556701
73,FSU LAB SCH,1205020,M/J GRADE 6 MATH ADV,18,19,10,,,,,,,,,,,,36,39,75,38,0.48,0.506666667
73,FSU LAB SCH,1205040,M/J GRADE 7 MATH,23,20,17,13,,10,,,,,,,,,48,44,92,49,0.52173913,0.532608696
73,FSU LAB SCH,1205050,M/J GRADE 7 MATH ADV,27,14,13,10,,,,,,,,,,,49,32,81,40,0.604938272,0.49382716
73,FSU LAB SCH,1205070,M/J GRADE 8 PRE-ALG,25,24,16,14,,,,,,,,,,,53,50,103,54,0.514563107,0.524271845
73,FSU LAB SCH,1206310,GEO,21,31,24,25,13,,,,,,,,,,63,64,127,75,0.496062992,0.590551181
73,FSU LAB SCH,1206320,GEO HON,27,17,10,,,,,,,,,,,,51,29,80,36,0.6375,0.45
73,FSU LAB SCH,1207300,LIB ARTS MATH 1,,,,,,,,,,,,,,,16,13,29,,0.551724138,
73,FSU LAB SCH,1207310,LIB ARTS MATH 2,,,,,,,,,,,,,,,,,17,,,
73,FSU LAB SCH,1210320,AP STAT,,12,,,,,,,,,,,,,15,16,31,,0.483870968,
73,FSU LAB SCH,2000310,BIO 1,18,20,21,15,,,,,,,,,,,44,41,85,47,0.517647059,0.552941176
73,FSU LAB SCH,2000320,BIO 1 HON,27,21,14,,,,,,,,,,,,56,36,92,44,0.608695652,0.47826087
73,FSU LAB SCH,2000340,AP BIO,,,,,,,,,,,,,,,13,8,21,,0.619047619,
73,FSU LAB SCH,2000350,ANAT PHYSIO,,,,,,,,,,,,,,,,,,,,
73,FSU LAB SCH,2000360,ANAT PHYSIO HON,12,,,,,,,,,,,,,,31,16,47,,0.659574468,
73,FSU LAB SCH,2001310,ERTH/SPA SCI,13,16,12,19,,,,,,,,,,,31,41,72,43,0.430555556,0.597222222
73,FSU LAB SCH,2001320,ERTH/SPA SCI HON,19,19,16,,15,,,,,,,,,,53,39,92,54,0.576086957,0.586956522
73,FSU LAB SCH,2001380,AP ENV SCI,,11,,,,,,,,,,,,,22,17,39,,0.564102564,
73,FSU LAB SCH,2002040,M/J COMPRE SCI 1,21,13,13,18,13,12,,,,,,,,,52,46,98,64,0.530612245,0.653061224
73,FSU LAB SCH,2002050,M/J COMPRE SCI 1 ADV,19,16,,,,,,,,,,,,,32,36,68,33,0.470588235,0.485294118
73,FSU LAB SCH,2002070,M/J COMPRE SCI 2,26,23,16,19,,11,,,,,,,,,52,54,106,57,0.490566038,0.537735849
73,FSU LAB SCH,2002080,M/J COMPRE SCI 2 ADV,26,19,16,,,,,,,,,,,,50,32,82,37,0.609756098,0.451219512
73,FSU LAB SCH,2002200,M/J STEM ENV SCI,,,,,,,,,,,,,,,10,13,23,,0.434782609,
73,FSU LAB SCH,2002400,INTEG SCI 1,11,15,,,,,,,,,,,,,15,29,44,18,0.340909091,0.409090909
73,FSU LAB SCH,2002480,FORC SCI 1,,,,,,,,,,,,,,,,,,,,
73,FSU LAB SCH,2002500,MARINE SCI 1,,,,,,,,,,,,,,,,,,,,
73,FSU LAB SCH,2003010,M/J PHY SCI,24,21,15,15,,,,,,,,,,,52,49,101,56,0.514851485,0.554455446
73,FSU LAB SCH,2003020,M/J PHY SCI ADV,,,,,,,,,,,,,,,13,7,20,,0.65,
73,FSU LAB SCH,2003340,CHEM 1,13,12,13,13,,,,,,,,,,,34,29,63,38,0.53968254,0.603174603
73,FSU LAB SCH,2003350,CHEM 1 HON,13,14,,,14,,,,,,,,,,38,31,69,42,0.550724638,0.608695652
73,FSU LAB SCH,2003370,AP CHEM,,,,,,,,,,,,,,,,,15,,,
73,FSU LAB SCH,2003421,AP PHYSICS 1,,,,,,,,,,,,,,,,,,,,
73,FSU LAB SCH,2003600,PRINC TECH 1,,31,11,17,,10,,,,,,,,,21,65,86,,0.244186047,
20,GADSDEN,1200310,ALG 1,,,64,88,19,19,,,,,,,,,87,108,195,,0.446153846,
20,GADSDEN,1200320,ALG 1 HON,,,36,15,,14,,,,,,,,,45,29,74,,0.608108108,
20,GADSDEN,1200330,ALG 2,,,83,74,18,14,,,,,,,,,108,93,201,,0.537313433,
20,GADSDEN,1200340,ALG 2 HON,,,35,17,,,,,,,,,,,40,23,63,,0.634920635,
20,GADSDEN,1200370,ALG 1-A,,,,,,,,,,,,,,,9,11,20,,0.45,
20,GADSDEN,1200400,INTENS MATH,,,13,27,,,,,,,,,,,13,28,41,,0.317073171,
20,GADSDEN,1200700,MATH COLL READINESS,,,91,90,18,14,,,,,,,,,112,108,220,,0.509090909,
20,GADSDEN,1202340,PRE-CALCULUS HON,,,10,,,,,,,,,,,,13,7,20,,0.65,
20,GADSDEN,1204000,M/J INTENS MATH (MC),,10,79,107,24,30,,,,,,,,,112,150,262,,0.427480916,
20,GADSDEN,1205010,M/J GRADE 6 MATH,,,93,119,32,35,,,,,,,,,138,161,299,,0.461538462,
20,GADSDEN,1205020,M/J GRADE 6 MATH ADV,,,33,29,14,13,,,,,,,,,51,45,96,,0.53125,
20,GADSDEN,1205040,M/J GRADE 7 MATH,,,90,92,25,40,,,,,,,,,119,142,261,,0.455938697,
20,GADSDEN,1205050,M/J GRADE 7 MATH ADV,,,15,12,,,,,,,,,,,16,13,29,,0.551724138,
20,GADSDEN,1205060,M/J MATH 3 CAMBSEC 1,,,31,25,,10,,,,,,,,,39,35,74,,0.527027027,
20,GADSDEN,1205070,M/J GRADE 8 PRE-ALG,,,151,159,50,50,,,,,,,,,216,215,431,,0.501160093,
20,GADSDEN,1206310,GEO,,,81,86,21,32,,,,,,,,,107,123,230,,0.465217391,
20,GADSDEN,1206320,GEO HON,,,19,19,,,,,,,,,,,25,23,48,,0.520833333,
20,GADSDEN,1207300,LIB ARTS MATH 1,,,105,110,26,28,,,,,,,,,137,146,283,,0.48409894,
20,GADSDEN,1298310,ADV TOPICS IN MATH,,,,,,,,,,,,,,,,,,,,
20,GADSDEN,2000310,BIO 1,,,116,116,20,35,,,,,,,,,150,158,308,,0.487012987,
20,GADSDEN,2000320,BIO 1 HON,,,28,,,11,,,,,,,,,32,19,51,,0.62745098,
20,GADSDEN,2000340,AP BIO,,,57,51,13,17,,,,,,,,,72,70,142,,0.507042254,
20,GADSDEN,2000350,ANAT PHYSIO,,,20,19,,,,,,,,,,,24,24,48,,0.5,
20,GADSDEN,2001010,M/J ERTH/SPA SCI,,,,,,,,,,,,,,,,,,,,
20,GADSDEN,2001310,ERTH/SPA SCI,,,55,58,14,17,,,,,,,,,72,78,150,,0.48,
20,GADSDEN,2001320,ERTH/SPA SCI HON,,,10,,,,,,,,,,,,17,5,22,,0.772727273,
20,GADSDEN,2001340,ENV SCI,,,35,35,,,,,,,,,,,43,44,87,,0.494252874,
20,GADSDEN,2002040,M/J COMPRE SCI 1,,,94,115,32,35,,,,,,,,,138,156,294,,0.469387755,
20,GADSDEN,2002050,M/J COMPRE SCI 1 ADV,,,33,29,14,13,,,,,,,,,51,45,96,,0.53125,
20,GADSDEN,2002070,M/J COMPRE SCI 2,,,110,113,27,42,,,,,,,,,140,165,305,,0.459016393,
20,GADSDEN,2002080,M/J COMPRE SCI 2 ADV,,,24,21,11,,,,,,,,,,35,26,61,,0.573770492,
20,GADSDEN,2002100,M/J COMPRE SCI 3,,,22,33,12,18,,,,,,,,,37,54,91,,0.406593407,
20,GADSDEN,2002400,INTEG SCI 1,,,15,29,,,,,,,,,,,18,32,50,,0.36,
20,GADSDEN,2003010,M/J PHY SCI,,,,,,,,,,,,,,,,,,,,
20,GADSDEN,2003310,PHY SCI,,,27,24,,17,,,,,,,,,38,42,80,,0.475,
20,GADSDEN,2003340,CHEM 1,,,66,46,11,,,,,,,,,,80,56,136,,0.588235294,
20,GADSDEN,2003350,CHEM 1 HON,,,12,,,,,,,,,,,,17,9,26,,0.653846154,
21,GILCHRIST,1200310,ALG 1,49,36,,,,,,,,,,,,,53,40,93,8,0.569892473,0.086021505
21,GILCHRIST,1200330,ALG 2,49,40,,,,,,,,,,,,,55,43,98,9,0.56122449,0.091836735
21,GILCHRIST,1200370,ALG 1-A,,12,,,,,,,,,,,,,3,17,20,,0.15,
21,GILCHRIST,1200380,ALG 1-B,43,51,,,,,,,,,,,,,57,59,116,22,0.49137931,0.189655172
21,GILCHRIST,1200700,MATH COLL READINESS,32,40,,,,,,,,,,,,,35,52,87,15,0.402298851,0.172413793
21,GILCHRIST,1202340,PRE-CALCULUS HON,,,,,,,,,,,,,,,,,,,,
21,GILCHRIST,1205010,M/J GRADE 6 MATH,77,72,,,14,,,,,,,,,,100,85,185,36,0.540540541,0.194594595
21,GILCHRIST,1205040,M/J GRADE 7 MATH,65,48,,,10,,,,,,,,,,86,59,145,32,0.593103448,0.220689655
21,GILCHRIST,1205050,M/J GRADE 7 MATH ADV,21,14,,,,,,,,,,,,,23,14,37,2,0.621621622,0.054054054
21,GILCHRIST,1205070,M/J GRADE 8 PRE-ALG,33,31,,,,,,,,,,,,,40,42,82,18,0.487804878,0.219512195
21,GILCHRIST,1206310,GEO,58,56,,,,,,,,,,,,,71,67,138,24,0.514492754,0.173913043
21,GILCHRIST,1207300,LIB ARTS MATH 1,,,,,,,,,,,,,,,,,15,,,
21,GILCHRIST,1210320,AP STAT,,,,,,,,,,,,,,,,,,,,
21,GILCHRIST,2000310,BIO 1,70,62,,,,,,,,,,,,,80,76,156,24,0.512820513,0.153846154
21,GILCHRIST,2001310,ERTH/SPA SCI,52,63,,,,,,,,,,,,,56,75,131,16,0.427480916,0.122137405
21,GILCHRIST,2001380,AP ENV SCI,14,,,,,,,,,,,,,,16,5,21,,0.761904762,
21,GILCHRIST,2002040,M/J COMPRE SCI 1,77,72,,,14,,,,,,,,,,100,85,185,36,0.540540541,0.194594595
21,GILCHRIST,2002070,M/J COMPRE SCI 2,86,63,,,11,,,,,,,,,,109,74,183,34,0.595628415,0.18579235
21,GILCHRIST,2002100,M/J COMPRE SCI 3,82,67,,,,10,,,,,,,,,93,83,176,27,0.528409091,0.153409091
21,GILCHRIST,2002420,INTEG SCI 2,10,18,,,,,,,,,,,,,16,20,36,8,0.444444444,0.222222222
21,GILCHRIST,2003310,PHY SCI,,,,,,,,,,,,,,,,,,,,
21,GILCHRIST,2003340,CHEM 1,38,22,,,,,,,,,,,,,46,28,74,14,0.621621622,0.189189189
22,GLADES,1200310,ALG 1,13,,,10,,12,,,,,,,,,28,38,66,,0.424242424,
22,GLADES,1200320,ALG 1 HON,14,12,,,13,,,,,,,,,,39,27,66,40,0.590909091,0.606060606
22,GLADES,1200330,ALG 2,10,12,,,,,,,,,,,,,20,22,42,20,0.476190476,0.476190476
22,GLADES,1200340,ALG 2 HON,,,,,,,,,,,,,,,11,9,20,,0.55,
22,GLADES,1200400,INTENS MATH,,,,,,,,,,,,,,,2,15,17,,0.117647059,
22,GLADES,1200700,MATH COLL READINESS,,,,,,,,,,,,,,,17,20,37,,0.459459459,
22,GLADES,1202340,PRE-CALCULUS HON,,,,,,,,,,,,,,,17,10,27,,0.62962963,
22,GLADES,1204000,M/J INTENS MATH (MC),,,,,12,,,,,,,,,,18,17,35,,0.514285714,
22,GLADES,1205010,M/J GRADE 6 MATH,25,24,,,21,33,,,,,12,10,,,63,76,139,90,0.45323741,0.647482014
22,GLADES,1205040,M/J GRADE 7 MATH,20,20,,,20,32,,,,,10,14,,,58,74,132,92,0.439393939,0.696969697
22,GLADES,1205070,M/J GRADE 8 PRE-ALG,,12,,,15,14,,,,,,,,,35,40,75,,0.466666667,
22,GLADES,1206310,GEO,,,,11,,,,,,,,10,,,12,36,48,,0.25,
22,GLADES,1206320,GEO HON,12,,,,,,,,,,,,,,21,15,36,,0.583333333,
22,GLADES,1207300,LIB ARTS MATH 1,,,,,,,,,,,,,,,7,11,18,,0.388888889,
22,GLADES,2000010,M/J LIF SCI,,,,,,,,,,,,,,,,,,,,
22,GLADES,2000310,BIO 1,,,,,,,,,,,,,,,10,30,40,,0.25,
22,GLADES,2000320,BIO 1 HON,15,,,,,,,,,,,,,,21,12,33,,0.636363636,
22,GLADES,2000360,ANAT PHYSIO HON,,,,,,,,,,,,,,,,,12,,,
22,GLADES,2001310,ERTH/SPA SCI,,,,,,,,,,,,,,,,,,,,
22,GLADES,2002040,M/J COMPRE SCI 1,32,27,,,22,37,,,,,12,10,,,72,83,155,96,0.464516129,0.619354839
22,GLADES,2002070,M/J COMPRE SCI 2,15,19,,,22,33,,,,,11,15,,,55,77,132,98,0.416666667,0.742424242
22,GLADES,2002100,M/J COMPRE SCI 3,20,23,,,24,26,,,,,13,10,,,64,65,129,86,0.496124031,0.666666667
22,GLADES,2002110,M/J COMPRE SCI 3 ADV,,,,,,,,,,,,,,,,,,,,
22,GLADES,2003010,M/J PHY SCI,,,,,,,,,,,,,,,,,,,,
22,GLADES,2003310,PHY SCI,12,,,,,,,,,,,10,,,27,34,61,,0.442622951,
22,GLADES,2003320,PHY SCI HON,,,,,,,,,,,,,,,15,8,23,,0.652173913,
22,GLADES,2003340,CHEM 1,,,,,,,,,,,,,,,,,,,,
22,GLADES,2003350,CHEM 1 HON,,,,,,,,,,,,,,,,,,,,
22,GLADES,2020910,ASTR S/G HON,,,,,,,,,,,,,,,12,10,22,,0.545454545,
23,GULF,1200310,ALG 1,21,22,,,,,,,,,,,,,25,28,53,10,0.471698113,0.188679245
23,GULF,1200320,ALG 1 HON,24,16,,,,,,,,,,,,,29,19,48,8,0.604166667,0.166666667
23,GULF,1200330,ALG 2,22,,,,,,,,,,,,,,31,16,47,,0.659574468,
23,GULF,1200340,ALG 2 HON,10,13,,,,,,,,,,,,,13,14,27,4,0.481481481,0.148148148
23,GULF,1200370,ALG 1-A,12,26,,,,,,,,,,,,,20,31,51,13,0.392156863,0.254901961
23,GULF,1200380,ALG 1-B,13,15,,,,,,,,,,,,,20,21,41,13,0.487804878,0.317073171
23,GULF,1200387,FINANCIAL ALGEBRA,,14,,,,,,,,,,,,,6,20,26,,0.230769231,
23,GULF,1200700,MATH COLL READINESS,28,38,,,,,,,,,,,,,37,47,84,18,0.44047619,0.214285714
23,GULF,1205010,M/J GRADE 6 MATH,60,47,,14,,,,,,,,,,,72,68,140,33,0.514285714,0.235714286
23,GULF,1205040,M/J GRADE 7 MATH,30,43,,,,,,,,,,,,,44,56,100,27,0.44,0.27
23,GULF,1205070,M/J GRADE 8 PRE-ALG,48,42,11,10,,,,,,,,,,,65,61,126,36,0.515873016,0.285714286
23,GULF,1206310,GEO,36,46,,,,,,,,,,,,,43,57,100,18,0.43,0.18
23,GULF,1206320,GEO HON,26,22,,,,,,,,,,,,,34,25,59,11,0.576271186,0.186440678
23,GULF,1207300,LIB ARTS MATH 1,10,13,,,,,,,,,,,,,13,15,28,5,0.464285714,0.178571429
23,GULF,2000310,BIO 1,51,54,,13,,,,,,,,,,,63,72,135,30,0.466666667,0.222222222
23,GULF,2000320,BIO 1 HON,13,14,,,,,,,,,,,,,18,15,33,6,0.545454545,0.181818182
23,GULF,2000360,ANAT PHYSIO HON,28,14,,,,,,,,,,,,,32,16,48,6,0.666666667,0.125
23,GULF,2001340,ENV SCI,,,,,,,,,,,,,,,,,12,,,
23,GULF,2002040,M/J COMPRE SCI 1,60,47,,14,,,,,,,,,,,72,68,140,33,0.514285714,0.235714286
23,GULF,2002070,M/J COMPRE SCI 2,53,61,,,,,,,,,,,,,70,81,151,37,0.463576159,0.245033113
23,GULF,2002100,M/J COMPRE SCI 3,38,34,10,,,,,,,,,,,,53,46,99,27,0.535353535,0.272727273
23,GULF,2002200,M/J STEM ENV SCI,18,10,,,,,,,,,,,,,22,16,38,10,0.578947368,0.263157895
23,GULF,2002500,MARINE SCI 1,12,20,,,,,,,,,,,,,20,34,54,22,0.37037037,0.407407407
23,GULF,2003310,PHY SCI,28,44,,,,,,,,,,,,,39,54,93,21,0.419354839,0.225806452
23,GULF,2003320,PHY SCI HON,13,12,,,,,,,,,,,,,17,15,32,7,0.53125,0.21875
23,GULF,2003340,CHEM 1,17,15,,,,,,,,,,,,,20,15,35,3,0.571428571,0.085714286
23,GULF,2003350,CHEM 1 HON,12,11,,,,,,,,,,,,,17,14,31,8,0.548387097,0.258064516
23,GULF,2003390,PHYS 1 HON,,,,,,,,,,,,,,,,,,,,
24,HAMILTON,1200310,ALG 1,13,16,,,,,,,,,,,,,23,28,51,22,0.450980392,0.431372549
24,HAMILTON,1200315,ALG 1 CR,,,,,,,,,,,,,,,,,15,,,
24,HAMILTON,1200320,ALG 1 HON,,,,,,,,,,,,,,,11,8,19,,0.578947368,
24,HAMILTON,1200330,ALG 2,,,11,,,,,,,,,,,,22,18,40,,0.55,
24,HAMILTON,1200340,ALG 2 HON,,,,,,,,,,,,,,,,,16,,,
24,HAMILTON,1200370,ALG 1-A,,18,20,25,,,,,,,,,,,31,48,79,,0.392405063,
24,HAMILTON,1200375,ALG 1-A CR,,,,,,,,,,,,,,,,,,,,
24,HAMILTON,1200387,FINANCIAL ALGEBRA,,,,,,,,,,,,,,,11,6,17,,0.647058824,
24,HAMILTON,1200700,MATH COLL READINESS,,,17,11,,,,,,,,,,,25,22,47,,0.531914894,
24,HAMILTON,1202300,CALCULUS HON,,,,,,,,,,,,,,,12,12,24,,0.5,
24,HAMILTON,1202340,PRE-CALCULUS HON,,,,,,,,,,,,,,,,,14,,,
24,HAMILTON,1205010,M/J GRADE 6 MATH,31,28,20,15,18,,,,,,,,,,71,49,120,61,0.591666667,0.508333333
24,HAMILTON,1205040,M/J GRADE 7 MATH,,12,,17,,,,,,,,,,,24,39,63,,0.380952381,
24,HAMILTON,1205070,M/J GRADE 8 PRE-ALG,29,25,30,20,,,,,,,,,,,71,54,125,71,0.568,0.568
24,HAMILTON,1206310,GEO,29,27,23,22,,,,,,,,,,,60,62,122,66,0.491803279,0.540983607
24,HAMILTON,1206315,GEO CR,,,,,,,,,,,,,,,,,,,,
24,HAMILTON,1206320,GEO HON,,,,,,,,,,,,,,,,,,,,
24,HAMILTON,1207300,LIB ARTS MATH 1,,,,,,,,,,,,,,,,,,,,
24,HAMILTON,1207310,LIB ARTS MATH 2,,,,,,,,,,,,,,,,,,,,
24,HAMILTON,2000010,M/J LIF SCI,,,,,,,,,,,,,,,,,,,,
24,HAMILTON,2000310,BIO 1,18,12,12,21,,,,,,,,,,,41,41,82,52,0.5,0.634146341
24,HAMILTON,2000315,BIO 1 CR,,,,,,,,,,,,,,,,,,,,
24,HAMILTON,2000320,BIO 1 HON,,,,,,,,,,,,,,,,,13,,,
24,HAMILTON,2000350,ANAT PHYSIO,,,,,,,,,,,,,,,10,8,18,,0.555555556,
24,HAMILTON,2001310,ERTH/SPA SCI,,,17,14,,,,,,,,,,,19,26,45,,0.422222222,
24,HAMILTON,2001340,ENV SCI,21,34,18,18,,,,,,,,,,,43,61,104,49,0.413461538,0.471153846
24,HAMILTON,2002040,M/J COMPRE SCI 1,31,28,20,15,18,,,,,,,,,,71,49,120,61,0.591666667,0.508333333
24,HAMILTON,2002070,M/J COMPRE SCI 2,16,15,17,17,11,,,,,,,,,,46,44,90,59,0.511111111,0.655555556
24,HAMILTON,2002080,M/J COMPRE SCI 2 ADV,10,,,,,,,,,,,,,,14,11,25,,0.56,
